# chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chr1	78191306	78205102	-	hsa_circ_0012998	13796	1078	Helas3, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015017	USP33	Salzman2013
chr15	42705020	42740903	-	hsa_circ_0034811	35883	7701	Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_022473	ZFP106	Salzman2013
chr19	43330584	43499513	+	hsa_circ_0003971	168929	168929	Hs68_RNase, Hs68_control	LTR	ALT_DONOR, downstream_end, ncRNA, OVCODE, OVERLAPTX, OVEXON	NR_036584	LOC100289650	Jeck2013
chr12	116534473	116549317	-	hsa_circ_0000441	14844	169	neutr, Hs68_RNase, Hs68_control	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015335	MED13L	Jeck2013, Memczak2013
chr14	76248829	76249873	+	hsa_circ_0032725	1044	471	Gm12878, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015072	TTLL5	Salzman2013
chr8	30034641	30034730	+	hsa_circ_0083844	89	89	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_006571	DCTN6	Salzman2013
chr17	42272786	42275098	-	hsa_circ_0044045	2312	591	A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_020218	ATXN7L3	Salzman2013
chr11	68272612	68305359	+	hsa_circ_0004449	32747	489	Hs68_RNase, Hs68_control, K562, Hepg2, H1hesc, Gm12878	SINE	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_018312	PPP6R3	Jeck2013, Salzman2013
chr17	26960912	26967043	-	hsa_circ_0042635	6131	2372	Huvec	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_014680	KIAA0100	Salzman2013
chr11	100836401	100844065	+	hsa_circ_0024090	7664	266	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_152432	ARHGAP42	Salzman2013
chr10	32328254	32329385	-	hsa_circ_0018133	1131	179	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_004521	KIF5B	Salzman2013
chr4	68504660	68511734	-	hsa_circ_0069889	7074	420	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018227	UBA6	Salzman2013
chr16	84024098	84028025	+	hsa_circ_0040658	3927	256	A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_019065	NECAB2	Salzman2013
chr2	32703702	32727958	+	hsa_circ_0053749	24256	2236	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_016252	BIRC6	Salzman2013
chr19	1254900	1259142	+	hsa_circ_0048211	4242	2582	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_177401	MIDN	Salzman2013
chr13	49761257	49762769	+	hsa_circ_0007463	1512	188	Hs68_RNase, Hs68_control	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001079673	FNDC3A	Jeck2013
chrX	41416284	41485956	-	hsa_circ_0090300	69672	891	Hepg2, Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_003688	CASK	Salzman2013
chr7	102949398	102950922	+	hsa_circ_0081746	1524	305	K562, Hepg2, Helas3, H1hesc, Bj, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_004279	PMPCB	Salzman2013
chr16	28498776	28500707	-	hsa_circ_0004510	1931	335	Hs68_RNase, Hs68_control, Nhek, K562, Hepg2, Helas3, H1hesc, Bj, Ag04450, Nhlf, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001042432	CLN3	Jeck2013, Salzman2013
chr8	136569690	136569830	+	hsa_circ_0085675	140	140	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006558	KHDRBS3	Salzman2013
chr1	155746185	155746272	-	hsa_circ_0014631	87	87	Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001037533	GON4L	Salzman2013
chr14	106331808	106347029	-	hsa_circ_0033725	15221	15221	Gm12878	NA	INTERGENIC	None	None	Salzman2013
chr2	33477743	33534623	+	hsa_circ_0053914	56880	1605	Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_206943	LTBP1	Salzman2013
chr18	33716269	33724997	+	hsa_circ_0047423	8728	870	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001242875	ELP2	Salzman2013
chr22	40800560	40806293	+	hsa_circ_0063438	5733	2414	H1hesc	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_015705	SGSM3	Salzman2013
chr7	65150571	65157823	+	hsa_circ_0080307	7252	598	K562	NA	ANNOTATED, INTERNAL, ncRNA, OVERLAPTX, OVEXON	TCONS_l2_00025967	TCONS_l2_00025967	Salzman2013
chr7	128493522	128499328	+	hsa_circ_0082225	5806	2721	Hsmm	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_001458	FLNC	Salzman2013
chr16	88786209	88786368	-	hsa_circ_0040869	159	159	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001142864	PIEZO1	Salzman2013
chr6	128643183	128643455	-	hsa_circ_0077817	272	272	Hepg2, Helas3, H1hesc, Bj, Ag04450, A549, Nhek, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001135648	PTPRK	Salzman2013
chr8	48206455	48206619	+	hsa_circ_0084194	164	164	A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001080394	KIAA0146	Salzman2013
chr11	66249666	66277130	+	hsa_circ_0022988	27464	2627	K562	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3, UTR5	NM_005700	DPP3	Salzman2013
chr2	25674416	25851253	-	hsa_circ_0053034	176837	1109	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_021907	DTNB	Salzman2013
chr6	86275049	86284096	-	hsa_circ_0007300	9047	409	Hs68_RNase, Hs68_control	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_153816	SNX14	Jeck2013
chrX	153581139	153591152	-	hsa_circ_0091903	10013	4099	Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001110556	FLNA	Salzman2013
chr1	43826790	43828873	+	hsa_circ_0012024	2083	496	K562, Hepg2, H1hesc, Gm12878	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001255	CDC20	Salzman2013
chr9	79829244	79862311	+	hsa_circ_0087244	33067	1341	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_033305	VPS13A	Salzman2013
chr22	31491288	31493324	+	hsa_circ_0062874	2036	527	Nhek, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001207018	SMTN	Salzman2013
chr8	75233143	75233562	-	hsa_circ_0084787	419	419	H1hesc	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_020647	JPH1	Salzman2013
chr11	118633920	118650445	-	hsa_circ_0024500	16525	477	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_004397	DDX6	Salzman2013
chr10	104268925	104353478	+	hsa_circ_0019755	84553	501	Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_016169	SUFU	Salzman2013
chr5	173662	173882	+	hsa_circ_0092371	220	220	H9	NA	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_052909	PLEKHG4B	Zhang2013
chr2	55870292	55908053	-	hsa_circ_0054641	37761	1616	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_033109	PNPT1	Salzman2013
chr3	121228407	121228550	-	hsa_circ_0066951	143	143	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_199420	POLQ	Salzman2013
chr9	116731396	116750860	+	hsa_circ_0088158	19464	304	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_133374	ZNF618	Salzman2013
chr2	54839297	54856940	+	hsa_circ_0054562	17643	2369	Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_003128	SPTBN1	Salzman2013
chr8	22355513	22380262	+	hsa_circ_0083626	24749	571	K562, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001243974	PPP3CC	Salzman2013
chr18	74561154	74583781	+	hsa_circ_0047970	22627	939	Gm12878, Ag04450	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	NM_007345	ZNF236	Salzman2013
chr1	178252698	178410782	+	hsa_circ_0015390	158084	725	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_170692	RASAL2	Salzman2013
chr1	100342013	100343384	+	hsa_circ_0013293	1371	328	K562, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_000028	AGL	Salzman2013
chr14	106552138	106552151	-	hsa_circ_0033965	13	13	Gm12878	NA	INTERGENIC	None	None	Salzman2013
chr3	15515506	15515779	-	hsa_circ_0064490	273	81	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_080538	COLQ	Salzman2013
chrX	153576899	153582095	-	hsa_circ_0091836	5196	2575	Hsmm, Hepg2, Ag04450, A549, Nhek	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_001110556	FLNA	Salzman2013
chr1	180366650	180461500	-	hsa_circ_0015507	94850	376	K562, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_032360	ACBD6	Salzman2013
chr17	1554401	1565447	-	hsa_circ_0041278	11046	3079	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_006445	PRPF8	Salzman2013
chr17	37649003	37667883	+	hsa_circ_0043450	18880	660	A549, Nhlf	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_016507	CDK12	Salzman2013
chr3	127785796	127790526	+	hsa_circ_0067197	4730	2675	Nhek, Hsmm, Hepg2, Gm12878, Ag04450	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_013336	SEC61A1	Salzman2013
chr18	9595015	9614600	-	hsa_circ_0046889	19585	306	Sknshra	Low_complexity, Simple_repeat	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR5	NM_001042388	PPP4R1	Salzman2013
chr11	77594877	77602886	-	hsa_circ_0023719	8009	425	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_033547	INTS4	Salzman2013
chr17	40840893	40852011	+	hsa_circ_0043878	11118	3782	Hepg2, Ag04450, Nhlf	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_003632	CNTNAP1	Salzman2013
chr2	219314973	219362880	-	hsa_circ_0058248	47907	6594	Ag04450	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_020935	USP37	Salzman2013
chr13	111857635	111862349	+	hsa_circ_0030913	4714	216	K562, Hepg2, Helas3, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001113511	ARHGEF7	Salzman2013
chrX	21887615	21903541	+	hsa_circ_0090053	15926	3539	Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_015884	MBTPS2	Salzman2013
chr9	106861924	106892126	+	hsa_circ_0087796	30202	2550	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001042550	SMC2	Salzman2013
chr15	42598743	42641693	+	hsa_circ_0034808	42950	1973	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_198141	GANC	Salzman2013
chr15	89656955	89698765	+	hsa_circ_0036683	41810	644	Nhek, K562, Huvec, Hepg2, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_007011	ABHD2	Salzman2013
chr2	141607670	141709509	-	hsa_circ_0056639	101839	2052	Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018557	LRP1B	Salzman2013
chr20	264603	264722	-	hsa_circ_0059138	119	119	A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_080571	C20orf96	Salzman2013
chr15	40491815	40492560	+	hsa_circ_0034569	745	229	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001211	BUB1B	Salzman2013
chrX	129377536	129377839	-	hsa_circ_0091519	303	203	H1hesc, A549, Sknshra	Low_complexity	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_017666	ZNF280C	Salzman2013
chr22	41744070	41752812	+	hsa_circ_0063550	8742	1016	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_017590	ZC3H7B	Salzman2013
chr9	130698831	130699802	-	hsa_circ_0088719	971	193	Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_003863	DPM2	Salzman2013
chr1	110587636	110589373	+	hsa_circ_0013474	1737	136	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_033088	FAM40A	Salzman2013
chr2	109223616	109289485	+	hsa_circ_0055975	65869	593	K562, Hsmm, Gm12878	LTR	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR5	NM_001193482	LIMS1	Salzman2013
chr6	158850767	158852695	+	hsa_circ_0001660	1928	1928	cd_19, Hs68_RNase, Hs68_control	None	ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	NM_020245	TULP4	Jeck2013, Memczak2013
chr5	68680623	68680760	+	hsa_circ_0072786	137	137	Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002873	RAD17	Salzman2013
chr4	79334122	79385737	+	hsa_circ_0070161	51615	2721	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_025074	FRAS1	Salzman2013
chr3	57269593	57283576	+	hsa_circ_0066248	13983	998	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_012096	APPL1	Salzman2013
chr1	36213507	36214205	-	hsa_circ_0003352	698	355	Hs68_RNase, Hs68_control, K562, Helas3, H1hesc, Gm12878, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_022111	CLSPN	Jeck2013, Salzman2013
chr7	73498106	73522287	+	hsa_circ_0080519	24181	1366	Ag04450	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR5	NM_002314	LIMK1	Salzman2013
chr9	92001281	92001397	-	hsa_circ_0087449	116	116	Huvec	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006378	SEMA4D	Salzman2013
chr5	132223788	132224865	-	hsa_circ_0073896	1077	159	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014423	AFF4	Salzman2013
chr6	74189454	74192343	+	hsa_circ_0007982	2889	932	Hs68_RNase, Hs68_control	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001123226	MTO1	Jeck2013
chr2	61447444	61508377	-	hsa_circ_0054753	60933	3049	K562, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_014709	USP34	Salzman2013
chr3	38224493	38284269	+	hsa_circ_0064865	59776	1040	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005109	OXSR1	Salzman2013
chr12	120587409	120594408	-	hsa_circ_0028775	6999	1378	Hepg2	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006836	GCN1L1	Salzman2013
chr17	49340634	49343641	+	hsa_circ_0044675	3007	212	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_016001	UTP18	Salzman2013
chr9	74324174	74324390	-	hsa_circ_0087191	216	216	A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_013390	TMEM2	Salzman2013
chr10	120797749	120820356	-	hsa_circ_0020138	22607	2501	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003750	EIF3A	Salzman2013
chr10	126681263	126799662	-	hsa_circ_0020347	118399	1362	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001083914	CTBP2	Salzman2013
chr16	70076253	70076906	-	hsa_circ_0040123	653	140	K562, Helas3, Gm12878, Bj, Ag04450, A549, Sknshra	NA	ANNOTATED, INTERNAL, ncRNA, OVEXON	NR_003610	PDXDC2P	Salzman2013
chr20	30724679	30724800	+	hsa_circ_0059749	121	121	Helas3	NA	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_014742	TM9SF4	Salzman2013
chr14	100259744	100387214	+	hsa_circ_0033154	127470	2035	Mcf7	Simple_repeat	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR5	NM_001008707	EML1	Salzman2013
chr5	92889466	92899166	-	hsa_circ_0003565	9700	322	Hs68_RNase, Hs68_control	SINE	ALT_ACCEPTOR, INTERNAL, ncRNA, OVEXON	NR_015369	FLJ42709	Jeck2013
chr13	111558379	111563117	-	hsa_circ_0030909	4738	245	Gm12878, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_017664	ANKRD10	Salzman2013
chr2	201784944	201814366	-	hsa_circ_0057735	29422	1228	K562	NA	ANNOTATED, INTERNAL, ncRNA, OVCODE, OVERLAPTX, OVEXON	NR_033915	ORC2	Salzman2013
chr6	69723929	69758226	+	hsa_circ_0076946	34297	328	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001704	BAI3	Salzman2013
chr5	176758562	176764251	-	hsa_circ_0075176	5689	920	K562, H1hesc, Gm12878, Ag04450, Nhek	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_006816	LMAN2	Salzman2013
chr9	33971648	33996331	-	hsa_circ_0086730	24683	502	K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018449	UBAP2	Salzman2013
chrX	53630328	53713313	-	hsa_circ_0090784	82985	3137	Hepg2	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_031407	HUWE1	Salzman2013
chr1	155289401	155289479	+	hsa_circ_0014541	78	78	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_002004	FDPS	Salzman2013
chr16	28846378	28846508	+	hsa_circ_0038865	130	130	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_007245	ATXN2L	Salzman2013
chr13	42264301	42267108	-	hsa_circ_0030091	2807	412	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015058	KIAA0564	Salzman2013
chr20	18523662	18531819	+	hsa_circ_0059545	8157	481	Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_032985	SEC23B	Salzman2013
chr12	21788274	21795059	-	hsa_circ_0025593	6785	785	Nhek, K562, Helas3, H1hesc, Gm12878, Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001174097	LDHB	Salzman2013
chr12	1034615	1042242	-	hsa_circ_0024990	7627	561	Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_134424	RAD52	Salzman2013
chr1	32377296	32381588	-	hsa_circ_0011337	4292	224	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_080391	PTP4A2	Salzman2013
chr12	120213589	120214646	-	hsa_circ_0003902	1057	276	Hs68_RNase, Hs68_control	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001206999	CIT	Jeck2013
chr1	23768678	23810677	-	hsa_circ_0010866	41999	722	Sknshra	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_017707	ASAP3	Salzman2013
chr17	61896792	61902796	-	hsa_circ_0045241	6004	2513	Huvec, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_017647	FTSJ3	Salzman2013
chr8	15480588	15531345	+	hsa_circ_0083390	50757	660	K562, H1hesc, Gm12878, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_006765	TUSC3	Salzman2013
chr1	161011905	161013150	-	hsa_circ_0014960	1245	361	H1hesc, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_007122	USF1	Salzman2013
chr7	128620024	128626974	-	hsa_circ_0082261	6950	422	Gm12878, A549	NA	ANNOTATED, INTERNAL, ncRNA, OVCODE, OVEXON	NR_034053	TNPO3	Salzman2013
chr2	111395408	111431942	-	hsa_circ_0056032	36534	3364	K562, Gm12878	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_004336	BUB1	Salzman2013
chr18	8076452	8114825	+	hsa_circ_0003063	38373	726	Hs68_RNase, Hs68_control, Ag04450, A549	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001105244	PTPRM	Jeck2013, Salzman2013
chr7	103292997	103393661	-	hsa_circ_0081775	100664	1219	Hepg2	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_005045	RELN	Salzman2013
chr13	111857635	111896641	+	hsa_circ_0002680	39006	698	Hs68_RNase, Hs68_control	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001113511	ARHGEF7	Jeck2013
chr12	520912	550162	+	hsa_circ_0024953	29250	1282	Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032358	CCDC77	Salzman2013
chr2	58449076	58457009	-	hsa_circ_0054677	7933	219	K562, Huvec, H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001114636	FANCL	Salzman2013
chr3	148757817	148782653	-	hsa_circ_0067692	24836	1512	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003071	HLTF	Salzman2013
chr10	106045692	106048815	+	hsa_circ_0019976	3123	3123	Hepg2	NA	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_183239	GSTO2	Salzman2013
chr6	111688317	111710413	-	hsa_circ_0077652	22096	5916	Hepg2	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002912	REV3L	Salzman2013
chr6	101086476	101094645	-	hsa_circ_0077470	8169	644	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006828	ASCC3	Salzman2013
chr3	12632296	12633291	-	hsa_circ_0064360	995	262	Nhek, K562, Bj, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002880	RAF1	Salzman2013
chr2	220072977	220073070	+	hsa_circ_0058341	93	93	Nhek, K562, Hepg2, Gm12878, Ag04450, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_138802	ZFAND2B	Salzman2013
chr1	179033439	179045702	+	hsa_circ_0015418	12263	4907	K562	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_014864	FAM20B	Salzman2013
chr3	49061761	49064319	-	hsa_circ_0065536	2558	980	K562	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_000884	IMPDH2	Salzman2013
chr2	217042344	217042582	+	hsa_circ_0001100	238	238	cd_34	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_021141	XRCC5	Memczak2013
chr17	8424195	8424603	-	hsa_circ_0042041	408	316	Nhek, Huvec	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005964	MYH10	Salzman2013
chr3	179472519	179474866	+	hsa_circ_0068119	2347	150	Helas3, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003940	USP13	Salzman2013
chr2	224744840	224760347	-	hsa_circ_0058458	15507	575	Nhek, K562, Hepg2, Helas3, H1hesc, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_020830	WDFY1	Salzman2013
chr15	74239407	74240243	+	hsa_circ_0036258	836	253	Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005576	LOXL1	Salzman2013
chr19	34924252	34936026	+	hsa_circ_0050522	11774	478	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_005499	UBA2	Salzman2013
chr20	33114072	33114148	+	hsa_circ_0059964	76	76	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014183	DYNLRB1	Salzman2013
chr8	145137523	145141119	+	hsa_circ_0085947	3596	2067	A549	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3, UTR5	NM_003801	GPAA1	Salzman2013
chr11	10649262	10653608	-	hsa_circ_0021240	4346	424	Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001098579	MRVI1	Salzman2013
chr16	2112497	2132505	+	hsa_circ_0037417	20008	2626	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_000548	TSC2	Salzman2013
chr17	33984617	34009843	+	hsa_circ_0043131	25226	658	Nhek, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001030006	AP2B1	Salzman2013
chr7	99691795	99697026	-	hsa_circ_0081406	5231	1647	K562, Gm12878, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_182776	MCM7	Salzman2013
