smiles,dose,freq,treatment_time,target_binding,immune_activation,immune_cell_activation,inflammation_risk,toxicity_risk,efficacy
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,22.94,0.9908,3993.2,0.5249,0.3318,0.3817,0.039,0.0,0.4651
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,222.202,0.3096,2039.4,0.9275,0.856,0.7089,0.2767,0.1438,0.8256
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,60.185,0.3591,1479.4,0.8144,0.5104,0.54,0.1456,0.2942,0.6572
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,183.93,1.0286,1505.1,0.5934,0.3118,0.3363,0.1202,0.4289,0.6256
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,18.245,0.9668,3896.2,0.5916,0.1632,0.0509,0.0909,0.0,0.4238
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,48.328,0.3149,1542.6,0.7924,0.3322,0.3004,0.0865,0.0499,0.5845
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,420.104,0.0318,3765.9,0.9761,0.2462,0.313,0.0691,0.0,0.8503
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,307.486,0.3263,1628.9,0.0938,0.2501,0.1595,0.0557,0.1512,0.3836
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,187.932,0.3515,1737.3,0.7479,0.3979,0.3957,0.2194,0.4657,0.68
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,20.429,1.0118,4065.9,0.553,0.2769,0.3139,0.016,0.0,0.4872
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,1191.079,1.852,2479.8,0.4853,0.6093,0.5052,0.1436,0.0693,0.7568
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,2.926,0.6161,1699.5,0.9641,0.4326,0.3808,0.1882,0.3028,0.6836
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,581.361,0.0319,4463.8,0.9723,0.223,0.2728,0.0474,0.0239,0.8413
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,21.04,1.0702,3873.2,0.5191,0.2671,0.2458,0.0085,0.0514,0.4722
N.N.[Pt]=O,72.524,0.3301,1463.9,0.3508,0.5504,0.5169,0.1519,0.2673,0.3485
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.742,0.9938,3870.1,1.0,0.1744,0.1943,0.1873,0.0553,0.6333
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,977.611,0.0334,3794.0,0.9478,0.2829,0.2428,0.1011,0.0475,0.8683
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,257.832,0.7125,2622.9,0.8705,0.4112,0.3509,0.1236,0.5283,0.8648
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,13.212,1.0935,4758.2,0.984,0.2583,0.3194,0.0422,0.0492,0.7263
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.547,1.0812,4930.0,1.0,0.0281,0.0701,0.0315,0.0,0.7103
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,1286.918,0.7326,2620.5,0.9221,0.345,0.3106,0.1615,0.5773,0.8477
O=C1OC2NC(=O)NC2C1O.[Pt],560.463,0.3082,1737.8,0.3412,0.6285,0.5169,0.1241,0.202,0.4823
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,123.03,1.8917,2753.6,0.995,0.4537,0.3663,0.2081,0.1654,0.8373
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,1302.934,1.8204,3211.8,0.5263,0.3256,0.2328,0.1501,0.0588,0.7418
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,106.46,0.8139,2587.9,0.9097,0.5077,0.4057,0.0616,0.2212,0.787
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,75.164,2.1093,3061.3,0.9142,0.3543,0.3268,0.0339,0.0818,0.7754
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.927,0.9068,4459.9,0.9072,0.3782,0.2918,0.0823,0.2001,0.6841
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.471,1.0388,3812.4,1.0,0.4742,0.3964,0.0435,0.1078,0.6665
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,11.309,0.9958,3088.5,0.9939,0.5441,0.5675,0.2852,0.1678,0.6562
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,48.158,0.309,1370.3,0.9152,0.425,0.3151,0.0705,0.1131,0.7201
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,23.39,0.9656,3788.3,1.0,0.2419,0.3344,0.0871,0.0635,0.6756
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,211.086,0.3047,1666.6,0.7965,0.4264,0.3272,0.2104,0.4527,0.6815
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,331.757,1.834,3810.2,0.9476,0.5695,0.4913,0.1199,0.2097,0.9577
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,32.159,0.3528,1334.7,0.8653,0.3355,0.3548,0.0929,0.1651,0.5722
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,164.889,1.943,3894.3,0.9594,0.636,0.4701,0.0196,0.1002,0.9198
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,51.735,0.3156,1700.4,0.7926,0.4218,0.485,0.0969,0.1063,0.6353
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1416.683,1.0577,2963.0,0.9419,0.4301,0.3513,0.269,0.1096,0.8835
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,247.437,0.7329,2488.1,0.9342,0.4378,0.4795,0.1045,0.5183,0.8271
O=C1OC2NC(=O)NC2C1O.[Pt],564.803,0.314,1454.4,0.2811,0.5277,0.4443,0.0529,0.1907,0.5181
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,20.692,0.9987,3781.0,0.5129,0.1864,0.1419,0.0452,0.0119,0.4693
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,444.244,1.0868,8203.7,0.8039,0.6239,0.4872,0.5663,0.4095,0.7326
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.47,1.0467,4810.4,0.9976,0.2647,0.2049,0.1668,0.0729,0.6859
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,94.982,0.3013,1529.0,0.7733,0.4044,0.3548,0.1872,0.196,0.6394
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,26.177,1.0357,4639.8,1.0,0.1646,0.1077,0.0965,0.0821,0.7753
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,128.647,1.0561,10058.9,0.8251,0.2659,0.1827,0.2068,0.1097,0.7314
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,1027.746,0.0338,4217.7,0.9098,0.2033,0.11,0.157,0.0862,0.8913
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,175.887,2.1311,2956.4,0.9361,0.2896,0.3167,0.2524,0.1854,0.8791
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,77.937,2.0357,2748.0,0.9263,0.3415,0.2341,0.0665,0.0855,0.7946
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1451.409,0.7167,1477.7,0.9171,0.4177,0.3302,0.0833,0.1908,0.8653
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,121.225,2.1306,2874.5,0.9788,0.4762,0.5182,0.1599,0.1682,0.8516
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,164.072,1.9582,2706.2,0.929,0.2435,0.1454,0.1074,0.0362,0.8987
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.04,0.9899,4828.7,0.9876,0.2295,0.2428,0.1594,0.1009,0.6675
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,16.975,1.0177,4561.2,0.5667,0.0849,0.0178,0.0262,0.0,0.5559
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.068,0.9106,3672.7,0.9742,0.2608,0.1978,0.117,0.1004,0.6622
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,2.194,1.097,4846.3,1.0,0.2141,0.1879,0.1526,0.1216,0.6947
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,16.288,0.9837,4286.5,0.5967,0.2874,0.2136,0.0556,0.0113,0.4594
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,53.365,0.3081,1498.9,0.8346,0.3351,0.3464,0.1812,0.3094,0.6234
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,9.074,0.9745,3735.1,0.5325,0.1538,0.1409,0.0,0.0,0.485
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,296.331,2.1029,3087.2,0.9348,0.4732,0.3714,0.2699,0.3367,0.943
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.147,0.9481,3879.9,1.0,0.4603,0.4438,0.0718,0.2177,0.591
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.503,1.049,4735.4,0.9237,0.1354,0.1105,0.0851,0.0251,0.711
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.949,1.0154,4716.8,0.9802,0.1148,0.0953,0.0962,0.0715,0.6446
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,2724.682,0.6908,1389.9,0.8603,0.3508,0.2917,0.1358,0.3888,0.805
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2913.543,2.119,2548.8,0.4705,0.6283,0.5101,0.2466,0.1131,0.7435
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.677,0.9132,3673.4,0.9554,0.1983,0.1831,0.166,0.0622,0.6606
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.49,0.9666,4231.0,0.9862,0.2292,0.3285,0.0751,0.0194,0.6408
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,257.408,2.169,4042.4,0.8842,0.4955,0.3606,0.1038,0.2168,0.9195
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.816,1.0639,3958.8,0.9688,0.3956,0.3926,0.084,0.2007,0.7288
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,65.151,0.3075,1357.4,0.7872,0.351,0.3791,0.2271,0.3214,0.5522
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.048,0.9233,4851.8,0.9949,0.5118,0.4076,0.1346,0.2401,0.6575
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,0.655,0.6219,1451.0,0.9596,0.55,0.6075,0.0495,0.0457,0.6078
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,1.182,0.9309,3928.2,1.0,0.2097,0.281,0.0757,0.0706,0.6957
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,13.136,1.0685,4798.3,1.0,0.224,0.3666,0.0596,0.0295,0.7212
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,171.549,0.3214,1409.6,0.9699,0.4342,0.306,0.1293,0.2099,0.7237
N.N.[Pt]=O,68.146,0.3563,1340.0,0.4346,0.4408,0.4608,0.1887,0.2151,0.4346
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,667.47,0.6809,1504.5,0.9051,0.4663,0.4588,0.087,0.0932,0.7857
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,2416.122,1.0549,2643.7,0.9533,0.5129,0.381,0.4701,0.2061,0.9206
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.468,0.9519,3730.5,0.9665,0.1982,0.1828,0.1196,0.0258,0.7043
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2169.441,2.1134,3237.6,0.4678,0.3115,0.2213,0.2329,0.1681,0.7571
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,626.614,0.3317,1491.8,0.1105,0.3688,0.2894,0.1453,0.2407,0.4094
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,242.657,0.9414,9151.5,0.8167,0.4882,0.5118,0.4025,0.2075,0.8338
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.245,1.042,4775.3,1.0,0.3082,0.1713,0.094,0.0586,0.7107
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,381.769,0.3066,1521.9,0.9762,0.4218,0.3072,0.1956,0.4331,0.8156
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,42.016,1.0082,4040.8,0.5611,0.1292,0.1227,0.0,0.0235,0.4766
O=C1OC2NC(=O)NC2C1O.[Pt],299.341,0.3576,1444.7,0.3202,0.3392,0.2633,0.0753,0.1129,0.5371
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,639.471,1.9994,2733.8,0.9336,0.1951,0.1441,0.2294,0.19,0.9327
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,134.211,1.9963,2664.2,0.9424,0.4521,0.4321,0.2139,0.1474,0.8185
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,14.008,1.0177,1478.8,0.8515,0.3904,0.3674,0.0125,0.108,0.6472
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,10.463,0.9431,2481.0,1.0,0.5555,0.4515,0.302,0.1247,0.663
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,11.948,0.9719,2686.3,0.9703,0.4196,0.3819,0.2968,0.1396,0.6502
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,339.597,0.9563,2472.8,0.9453,0.3584,0.3643,0.3202,0.1972,0.847
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2027.14,2.1283,2618.0,0.4864,0.3941,0.4464,0.2605,0.1352,0.749
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,2.557,0.6385,1470.6,0.9242,0.3324,0.3245,0.2041,0.2805,0.618
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,93.659,0.354,1536.1,0.8876,0.4868,0.5114,0.0933,0.0818,0.7009
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,27.992,1.0205,4782.5,0.9706,0.2355,0.3083,0.096,0.0662,0.7514
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,344.286,2.0306,4213.8,0.8981,0.6478,0.4771,0.0827,0.1748,0.9314
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,25.394,0.9963,4412.8,0.9813,0.1328,0.1298,0.1194,0.0391,0.7264
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1231.306,1.0303,2978.6,0.9045,0.4052,0.4595,0.2782,0.1251,0.9361
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.843,1.0956,4637.5,0.9906,0.2873,0.1747,0.1245,0.0944,0.697
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,154.657,1.0248,2728.9,0.9789,0.5273,0.5855,0.1661,0.113,0.7996
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,54.315,0.3425,1540.1,0.7342,0.4117,0.3256,0.0706,0.0783,0.6307
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,46.881,0.9678,4584.1,0.9668,0.193,0.2508,0.1259,0.0779,0.7295
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,422.097,0.3066,2460.7,0.9097,0.7676,0.6235,0.3999,0.3112,0.7794
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,103.763,1.0128,1377.5,0.5175,0.4136,0.3582,0.093,0.204,0.5773
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,4.877,1.0439,4822.3,1.0,0.3629,0.4244,0.2091,0.1159,0.711
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,9.533,0.928,4291.3,0.5733,0.1333,0.1412,0.0232,0.0019,0.5494
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,270.278,2.1069,4532.6,0.9311,0.488,0.4375,0.0893,0.1894,0.9085
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,275.348,1.0807,2643.4,0.9591,0.4066,0.3391,0.3497,0.2453,0.819
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,89.631,0.3423,1695.8,0.9244,0.3781,0.3491,0.0827,0.1152,0.7325
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,514.7,0.3548,1389.4,0.1163,0.2666,0.1722,0.1525,0.2624,0.4461
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,276.536,0.9431,7446.3,0.8059,0.3182,0.3434,0.3927,0.2388,0.9009
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,291.868,2.1365,3787.1,0.9745,0.338,0.2456,0.0535,0.172,0.8835
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,22.192,0.9878,4784.7,0.5917,0.1899,0.257,0.0495,0.0107,0.4365
N.N.[Pt]=O,78.008,0.3604,1596.8,0.4298,0.5433,0.4459,0.1567,0.2556,0.4275
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,145.362,0.7217,3139.3,0.9015,0.567,0.4258,0.0895,0.2629,0.7283
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,63.212,0.7066,3083.5,0.9062,0.3571,0.335,0.0177,0.0993,0.6631
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,187.372,0.3405,2103.1,0.9049,0.6963,0.6442,0.2718,0.1213,0.8439
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.138,1.0838,3684.0,1.0,0.153,0.1325,0.1556,0.085,0.7129
O=C1OC2NC(=O)NC2C1O.[Pt],1082.385,0.3122,1559.9,0.3547,0.5263,0.5582,0.1404,0.3679,0.5072
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,543.009,0.3381,1562.3,0.1472,0.5538,0.5217,0.1153,0.2646,0.4026
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,226.341,0.3196,2113.0,0.8788,0.7754,0.6299,0.2466,0.1515,0.8073
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.47,0.6905,1537.7,1.0,0.4009,0.3265,0.1069,0.1255,0.6159
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2291.688,2.1919,2639.1,0.4737,0.3901,0.4169,0.2431,0.1089,0.6863
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,594.414,0.9472,3232.5,0.9313,0.4477,0.3344,0.1322,0.0508,0.8257
O=C1OC2NC(=O)NC2C1O.[Pt],547.349,0.3522,1509.9,0.3473,0.4189,0.3629,0.1424,0.2165,0.5141
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.167,1.013,4736.0,1.0,0.4747,0.3781,0.147,0.2133,0.6664
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,295.415,2.0175,4930.9,0.9246,0.4162,0.3654,0.0479,0.168,0.9171
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,352.978,0.3466,1477.3,0.911,0.4568,0.2914,0.2607,0.4492,0.7781
O=C1OC2NC(=O)NC2C1O.[Pt],280.774,0.3448,1360.8,0.3118,0.3424,0.29,0.0603,0.1035,0.4951
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,283.493,1.0691,8217.1,0.7964,0.5279,0.4326,0.4318,0.2222,0.8331
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,306.54,2.0671,3014.0,0.8469,0.4484,0.4518,0.1303,0.0704,0.8947
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,5.452,0.9964,4907.4,1.0,0.1825,0.1425,0.206,0.1488,0.7195
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,282.265,0.33,1521.7,0.1047,0.373,0.3902,0.1228,0.1593,0.3574
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,215.263,1.045,9511.3,0.8285,0.3569,0.2966,0.3691,0.1861,0.8101
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1060.156,0.662,1419.4,0.907,0.5139,0.4938,0.0952,0.1998,0.7782
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,134.67,1.9913,2886.6,0.9443,0.3533,0.3125,0.1631,0.1695,0.9056
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,23.276,1.0174,4774.0,0.5262,0.1705,0.1497,0.027,0.018,0.4825
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1437.999,0.6539,1408.2,0.9445,0.4028,0.2951,0.125,0.2045,0.7881
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,260.316,1.8095,2707.4,0.868,0.3172,0.2419,0.1309,0.0753,0.8902
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,149.93,1.8657,3130.4,0.9609,0.3198,0.251,0.2508,0.2069,0.8421
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.543,1.0962,3726.9,0.9762,0.2226,0.1219,0.0472,0.05,0.6949
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.594,1.0756,4157.3,0.9203,0.2477,0.1881,0.0901,0.0154,0.7112
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,62.331,0.7771,2859.8,0.8563,0.4335,0.2963,0.0,0.1707,0.7131
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,231.699,0.0331,3742.5,0.9552,0.1286,0.089,0.0806,0.0308,0.7776
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,234.96,0.3254,1866.6,0.9277,0.6297,0.4825,0.2879,0.1503,0.811
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,500.113,0.682,2685.5,0.9583,0.3998,0.3707,0.075,0.2533,0.838
N.N.[Pt]=O,63.556,0.3093,1321.3,0.4425,0.4384,0.3877,0.1576,0.2458,0.4284
